opportunity,session,selectionTime,path,reason,gateMask,rows,remainingActive,missingRegular,fullSessionEvaluable,terminalAuctionObserved,nearMorningEnd,nearAfternoonEnd,crossesLunch
2025-06-27|65800,2025-06-27,13:00,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,51,145,95,True,True,False,False,False
2025-06-27|68220,2025-06-27,10:00,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,21,265,246,True,True,False,False,True
2025-06-27|69930,2025-06-27,09:30,MULTI_SWING_CHOP,,NONE,297,295,0,True,True,False,False,True
2025-06-27|70350,2025-06-27,09:30,MULTI_SWING_CHOP,,NONE,278,295,19,True,True,False,False,True
2025-06-27|72180,2025-06-27,13:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,INHERITED_FULL_UNAVAILABLE|ROWS_LT20,7,145,138,False,False,False,False,False
2025-06-27|73170,2025-06-27,15:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20|REMAINING_LT30,12,25,14,True,True,False,True,False
2025-06-27|77770,2025-06-27,10:30,MULTI_SWING_CHOP,,NONE,228,235,9,True,True,False,False,True
2025-06-27|89270,2025-06-27,14:30,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,47,55,9,True,True,False,False,False
2025-06-27|93270,2025-06-27,14:00,DIRECT_CONTINUATION,,NONE,22,85,64,True,True,False,False,False
2025-06-30|173A0,2025-06-30,14:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,8,85,78,True,True,False,False,False
2025-06-30|19970,2025-06-30,10:00,PULLBACK_RECOVERY,,NONE,85,265,182,True,True,False,False,True
2025-06-30|211A0,2025-06-30,15:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20|REMAINING_LT30,3,25,23,True,True,False,True,False
2025-06-30|218A0,2025-06-30,13:00,MULTI_SWING_CHOP,,NONE,146,145,0,True,True,False,False,False
2025-06-30|23510,2025-06-30,14:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,11,85,75,True,True,False,False,False
2025-06-30|29980,2025-06-30,10:00,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,144,265,123,True,True,False,False,True
2025-06-30|30830,2025-06-30,10:00,MULTI_SWING_CHOP,,NONE,196,265,71,True,True,False,False,True
2025-06-30|34090,2025-06-30,10:30,MULTI_SWING_CHOP,,NONE,184,235,53,True,True,False,False,True
2025-06-30|341A0,2025-06-30,10:30,MULTI_SWING_CHOP,,NONE,215,235,22,True,True,False,False,True
2025-06-30|36720,2025-06-30,09:30,MULTI_SWING_CHOP,,NONE,207,295,90,True,True,False,False,True
2025-06-30|39050,2025-06-30,10:30,MULTI_SWING_CHOP,,NONE,237,235,0,True,True,False,False,True
2025-06-30|39130,2025-06-30,15:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,REMAINING_LT30,22,25,4,True,True,False,True,False
2025-06-30|39360,2025-06-30,09:30,MULTI_SWING_CHOP,,NONE,253,295,44,True,True,False,False,True
2025-06-30|51310,2025-06-30,13:00,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,144,145,2,True,True,False,False,False
2025-06-30|51340,2025-06-30,13:30,PERSISTENT_WEAKNESS,,NONE,20,115,96,True,True,False,False,False
2025-06-30|51370,2025-06-30,09:30,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,139,295,158,True,True,False,False,True
2025-06-30|52590,2025-06-30,11:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,19,205,187,True,True,True,False,True
2025-06-30|55320,2025-06-30,11:00,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,95,205,112,True,True,True,False,True
2025-06-30|59870,2025-06-30,13:30,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,3,115,113,True,True,False,False,False
2025-06-30|60160,2025-06-30,14:00,MULTI_SWING_CHOP,,NONE,86,85,0,True,True,False,False,False
2025-06-30|60180,2025-06-30,14:00,PULLBACK_RECOVERY,,NONE,28,85,58,True,True,False,False,False
2025-06-30|60220,2025-06-30,15:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,REMAINING_LT30,20,25,6,True,True,False,True,False
2025-06-30|60720,2025-06-30,10:30,MULTI_SWING_CHOP,,NONE,220,235,17,True,True,False,False,True
2025-06-30|64920,2025-06-30,13:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,12,145,134,True,True,False,False,False
2025-06-30|65730,2025-06-30,14:30,MULTI_SWING_CHOP,,NONE,55,55,1,True,True,False,False,False
2025-06-30|65740,2025-06-30,11:30,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,6,175,170,True,True,True,False,False
2025-06-30|68360,2025-06-30,10:00,MULTI_SWING_CHOP,,NONE,217,265,50,True,True,False,False,True
2025-06-30|70140,2025-06-30,14:00,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,86,85,0,True,True,False,False,False
2025-06-30|70350,2025-06-30,11:00,MULTI_SWING_CHOP,,NONE,205,205,2,True,True,True,False,True
2025-06-30|70360,2025-06-30,11:30,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,INHERITED_FULL_UNAVAILABLE|ROWS_LT20,6,175,169,False,False,True,False,False
2025-06-30|70410,2025-06-30,13:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,7,145,139,True,True,False,False,False
2025-06-30|70620,2025-06-30,09:30,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,53,295,243,True,True,False,False,True
2025-06-30|71110,2025-06-30,13:30,MULTI_SWING_CHOP,,NONE,107,115,9,True,True,False,False,False
2025-06-30|76030,2025-06-30,15:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,REMAINING_LT30,26,25,0,True,True,False,True,False
2025-06-30|80110,2025-06-30,11:30,AMBIGUOUS_INSUFFICIENT,TRUE_MIXED_PATH,NONE,175,175,1,True,True,True,False,False
2025-06-30|81430,2025-06-30,10:30,MULTI_SWING_CHOP,,NONE,160,235,76,True,True,False,False,True
2025-06-30|82170,2025-06-30,10:00,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,186,265,81,True,True,False,False,True
2025-06-30|93250,2025-06-30,11:30,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,12,175,164,True,True,True,False,False
2025-06-30|93450,2025-06-30,11:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,INHERITED_FULL_UNAVAILABLE|ROWS_LT20,2,205,203,False,False,True,False,True
2025-06-30|94230,2025-06-30,09:30,MULTI_SWING_CHOP,,NONE,121,295,176,True,True,False,False,True
2025-07-01|205A0,2025-07-01,10:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,15,265,252,True,True,False,False,True
2025-07-01|21340,2025-07-01,14:00,MULTI_SWING_CHOP,,NONE,86,85,0,True,True,False,False,False
2025-07-01|26930,2025-07-01,11:00,MULTI_SWING_CHOP,,NONE,149,205,58,True,True,True,False,True
2025-07-01|30700,2025-07-01,14:00,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,59,85,27,True,True,False,False,False
2025-07-01|35420,2025-07-01,14:30,AMBIGUOUS_INSUFFICIENT,TRUE_MIXED_PATH,NONE,56,55,0,True,True,False,False,False
2025-07-01|35590,2025-07-01,10:30,MULTI_SWING_CHOP,,NONE,169,235,68,True,True,False,False,True
2025-07-01|36700,2025-07-01,10:30,PULLBACK_RECOVERY,,NONE,39,235,197,True,True,False,False,True
2025-07-01|369A0,2025-07-01,15:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,REMAINING_LT30,26,25,0,True,True,False,True,False
2025-07-01|373A0,2025-07-01,15:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,REMAINING_LT30,26,25,0,True,True,False,True,False
2025-07-01|38100,2025-07-01,09:30,AMBIGUOUS_INSUFFICIENT,TRUE_MIXED_PATH,NONE,282,295,15,True,True,False,False,True
2025-07-01|39480,2025-07-01,15:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20|REMAINING_LT30,9,25,17,True,True,False,True,False
2025-07-01|39790,2025-07-01,11:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,7,205,199,True,True,True,False,True
2025-07-01|44870,2025-07-01,14:30,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,23,55,33,True,True,False,False,False
2025-07-01|45910,2025-07-01,09:30,MULTI_SWING_CHOP,,NONE,239,295,58,True,True,False,False,True
2025-07-01|48920,2025-07-01,13:00,MULTI_SWING_CHOP,,NONE,135,145,11,True,True,False,False,False
2025-07-01|53860,2025-07-01,15:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,INHERITED_FULL_UNAVAILABLE|ROWS_LT20|REMAINING_LT30,3,25,22,False,False,False,True,False
2025-07-01|56180,2025-07-01,09:30,AMBIGUOUS_INSUFFICIENT,TRUE_MIXED_PATH,NONE,151,295,146,True,True,False,False,True
2025-07-01|57210,2025-07-01,11:30,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,1,175,175,True,True,True,False,False
2025-07-01|59920,2025-07-01,11:00,PERSISTENT_WEAKNESS,,NONE,74,205,133,True,True,True,False,True
2025-07-01|60850,2025-07-01,11:00,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,104,205,103,True,True,True,False,True
2025-07-01|61770,2025-07-01,10:30,MULTI_SWING_CHOP,,NONE,209,235,28,True,True,False,False,True
2025-07-01|63470,2025-07-01,09:30,MULTI_SWING_CHOP,,NONE,231,295,66,True,True,False,False,True
2025-07-01|65730,2025-07-01,10:00,MULTI_SWING_CHOP,,NONE,249,265,18,True,True,False,False,True
2025-07-01|70630,2025-07-01,13:00,MULTI_SWING_CHOP,,NONE,122,145,24,True,True,False,False,False
2025-07-01|72730,2025-07-01,10:00,MULTI_SWING_CHOP,,NONE,266,265,1,True,True,False,False,True
2025-07-01|76940,2025-07-01,09:30,MULTI_SWING_CHOP,,NONE,245,295,52,True,True,False,False,True
2025-07-01|82090,2025-07-01,10:00,MULTI_SWING_CHOP,,NONE,117,265,150,True,True,False,False,True
2025-07-01|98780,2025-07-01,10:30,MULTI_SWING_CHOP,,NONE,170,235,67,True,True,False,False,True
2025-07-02|13820,2025-07-02,15:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20|REMAINING_LT30,3,25,23,True,True,False,True,False
2025-07-02|21340,2025-07-02,13:00,MULTI_SWING_CHOP,,NONE,146,145,0,True,True,False,False,False
2025-07-02|26930,2025-07-02,14:30,PULLBACK_RECOVERY,,NONE,23,55,33,True,True,False,False,False
2025-07-02|276A0,2025-07-02,11:30,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,155,175,21,True,True,True,False,False
2025-07-02|281A0,2025-07-02,11:30,MULTI_SWING_CHOP,,NONE,176,175,0,True,True,True,False,False
2025-07-02|29260,2025-07-02,10:00,PULLBACK_RECOVERY,,NONE,91,265,176,True,True,False,False,True
2025-07-02|325A0,2025-07-02,11:30,MULTI_SWING_CHOP,,NONE,173,175,3,True,True,True,False,False
2025-07-02|330A0,2025-07-02,10:00,MULTI_SWING_CHOP,,NONE,222,265,45,True,True,False,False,True
2025-07-02|33700,2025-07-02,11:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,3,205,203,True,True,True,False,True
2025-07-02|340A0,2025-07-02,14:30,AMBIGUOUS_INSUFFICIENT,TRUE_MIXED_PATH,NONE,54,55,2,True,True,False,False,False
2025-07-02|36340,2025-07-02,14:30,PULLBACK_RECOVERY,,NONE,30,55,26,True,True,False,False,False
2025-07-02|36700,2025-07-02,13:00,PULLBACK_RECOVERY,,NONE,34,145,112,True,True,False,False,False
2025-07-02|372A0,2025-07-02,13:00,MULTI_SWING_CHOP,,NONE,141,145,5,True,True,False,False,False
2025-07-02|37440,2025-07-02,14:00,PULLBACK_RECOVERY,,NONE,51,85,35,True,True,False,False,False
2025-07-02|38450,2025-07-02,13:00,MULTI_SWING_CHOP,,NONE,93,145,53,True,True,False,False,False
2025-07-02|39130,2025-07-02,11:00,MULTI_SWING_CHOP,,NONE,123,205,84,True,True,True,False,True
2025-07-02|39870,2025-07-02,14:00,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,42,85,44,True,True,False,False,False
2025-07-02|43810,2025-07-02,10:30,MULTI_SWING_CHOP,,NONE,144,235,92,True,True,False,False,True
2025-07-02|43930,2025-07-02,15:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,REMAINING_LT30,26,25,0,True,True,False,True,False
2025-07-02|44840,2025-07-02,10:30,PULLBACK_RECOVERY,,NONE,59,235,178,True,True,False,False,True
2025-07-02|45840,2025-07-02,10:30,AMBIGUOUS_INSUFFICIENT,TRUE_MIXED_PATH,NONE,209,235,28,True,True,False,False,True
2025-07-02|48920,2025-07-02,09:30,MULTI_SWING_CHOP,,NONE,239,295,58,True,True,False,False,True
2025-07-02|48930,2025-07-02,13:30,MULTI_SWING_CHOP,,NONE,116,115,0,True,True,False,False,False
2025-07-02|52550,2025-07-02,09:30,MULTI_SWING_CHOP,,NONE,295,295,2,True,True,False,False,True
2025-07-02|55770,2025-07-02,10:00,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,73,265,194,True,True,False,False,True
2025-07-02|56180,2025-07-02,09:30,MULTI_SWING_CHOP,,NONE,244,295,53,True,True,False,False,True
2025-07-02|57210,2025-07-02,10:00,MULTI_SWING_CHOP,,NONE,93,265,174,True,True,False,False,True
2025-07-02|61770,2025-07-02,09:30,MULTI_SWING_CHOP,,NONE,216,295,81,True,True,False,False,True
2025-07-02|63470,2025-07-02,10:30,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,75,235,161,True,True,False,False,True
2025-07-02|65740,2025-07-02,15:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20|REMAINING_LT30,2,25,24,True,True,False,True,False
2025-07-02|67860,2025-07-02,13:30,PULLBACK_RECOVERY,,NONE,69,115,47,True,True,False,False,False
2025-07-02|70630,2025-07-02,11:00,PULLBACK_RECOVERY,,NONE,68,205,139,True,True,True,False,True
2025-07-02|71120,2025-07-02,10:30,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,50,235,186,True,True,False,False,True
2025-07-02|74770,2025-07-02,13:30,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,15,115,101,True,True,False,False,False
2025-07-02|77090,2025-07-02,11:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,1,205,205,True,True,True,False,True
2025-07-02|92410,2025-07-02,15:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20|REMAINING_LT30,2,25,24,True,True,False,True,False
2025-07-02|96100,2025-07-02,09:30,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,64,295,233,True,True,False,False,True
2025-07-02|98780,2025-07-02,13:00,AMBIGUOUS_INSUFFICIENT,TRUE_MIXED_PATH,NONE,130,145,16,True,True,False,False,False
2025-07-03|23340,2025-07-03,09:30,MULTI_SWING_CHOP,,NONE,65,295,231,True,True,False,False,True
2025-07-03|23420,2025-07-03,10:00,MULTI_SWING_CHOP,,NONE,258,265,9,True,True,False,False,True
2025-07-03|23880,2025-07-03,14:30,PULLBACK_RECOVERY,,NONE,20,55,36,True,True,False,False,False
2025-07-03|248A0,2025-07-03,15:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20|REMAINING_LT30,6,25,20,True,True,False,True,False
2025-07-03|281A0,2025-07-03,09:30,MULTI_SWING_CHOP,,NONE,295,295,2,True,True,False,False,True
2025-07-03|291A0,2025-07-03,10:00,PULLBACK_RECOVERY,,NONE,25,265,242,True,True,False,False,True
2025-07-03|29980,2025-07-03,13:30,DIRECT_CONTINUATION,,NONE,66,115,50,True,True,False,False,False
2025-07-03|31890,2025-07-03,10:00,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,139,265,127,True,True,False,False,True
2025-07-03|340A0,2025-07-03,15:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20|REMAINING_LT30,17,25,9,True,True,False,True,False
2025-07-03|36700,2025-07-03,14:30,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,7,55,49,True,True,False,False,False
2025-07-03|36710,2025-07-03,09:30,MULTI_SWING_CHOP,,NONE,295,295,2,True,True,False,False,True
2025-07-03|372A0,2025-07-03,14:30,MULTI_SWING_CHOP,,NONE,56,55,0,True,True,False,False,False
2025-07-03|37630,2025-07-03,11:00,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,42,205,165,True,True,True,False,True
2025-07-03|37700,2025-07-03,11:30,PULLBACK_RECOVERY,,NONE,33,175,143,True,True,True,False,False
2025-07-03|38020,2025-07-03,10:00,MULTI_SWING_CHOP,,NONE,141,265,126,True,True,False,False,True
2025-07-03|43810,2025-07-03,11:00,PERSISTENT_WEAKNESS,,NONE,65,205,142,True,True,True,False,True
2025-07-03|52480,2025-07-03,13:30,MULTI_SWING_CHOP,,NONE,98,115,18,True,True,False,False,False
2025-07-03|56180,2025-07-03,11:00,MULTI_SWING_CHOP,,NONE,129,205,78,True,True,True,False,True
2025-07-03|58200,2025-07-03,10:30,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,10,235,226,True,True,False,False,True
2025-07-03|58710,2025-07-03,11:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,7,205,200,True,True,True,False,True
2025-07-03|60720,2025-07-03,10:00,MULTI_SWING_CHOP,,NONE,175,265,92,True,True,False,False,True
2025-07-03|65730,2025-07-03,13:00,MULTI_SWING_CHOP,,NONE,102,145,44,True,True,False,False,False
2025-07-03|67340,2025-07-03,13:00,MULTI_SWING_CHOP,,NONE,128,145,18,True,True,False,False,False
2025-07-03|67860,2025-07-03,09:30,MULTI_SWING_CHOP,,NONE,223,295,73,True,True,False,False,True
2025-07-03|68360,2025-07-03,09:30,MULTI_SWING_CHOP,,NONE,288,295,9,True,True,False,False,True
2025-07-03|70620,2025-07-03,10:30,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,INHERITED_FULL_UNAVAILABLE|ROWS_LT20,16,235,219,False,False,False,False,True
2025-07-03|73530,2025-07-03,10:30,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,15,235,221,True,True,False,False,True
2025-07-03|73570,2025-07-03,14:00,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,34,85,52,True,True,False,False,False
2025-07-03|74600,2025-07-03,13:30,PULLBACK_RECOVERY,,NONE,44,115,72,True,True,False,False,False
2025-07-03|75050,2025-07-03,13:30,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,13,115,103,True,True,False,False,False
2025-07-03|77090,2025-07-03,11:00,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,146,205,61,True,True,True,False,True
2025-07-03|92360,2025-07-03,15:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20|REMAINING_LT30,4,25,22,True,True,False,True,False
2025-07-04|130A0,2025-07-04,09:30,MULTI_SWING_CHOP,,NONE,193,295,104,True,True,False,False,True
2025-07-04|21960,2025-07-04,10:30,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,127,235,110,True,True,False,False,True
2025-07-04|23230,2025-07-04,14:30,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,6,55,50,True,True,False,False,False
2025-07-04|26930,2025-07-04,13:00,DIRECT_CONTINUATION,,NONE,54,145,92,True,True,False,False,False
2025-07-04|27430,2025-07-04,10:30,MULTI_SWING_CHOP,,NONE,143,235,93,True,True,False,False,True
2025-07-04|281A0,2025-07-04,10:30,MULTI_SWING_CHOP,,NONE,215,235,22,True,True,False,False,True
2025-07-04|290A0,2025-07-04,10:00,MULTI_SWING_CHOP,,NONE,267,265,0,True,True,False,False,True
2025-07-04|30700,2025-07-04,11:30,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,117,175,59,True,True,True,False,False
2025-07-04|33700,2025-07-04,10:30,MULTI_SWING_CHOP,,NONE,205,235,32,True,True,False,False,True
2025-07-04|338A0,2025-07-04,11:30,MULTI_SWING_CHOP,,NONE,160,175,16,True,True,True,False,False
2025-07-04|34940,2025-07-04,10:00,MULTI_SWING_CHOP,,NONE,208,265,58,True,True,False,False,True
2025-07-04|34950,2025-07-04,14:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,2,85,84,True,True,False,False,False
2025-07-04|36700,2025-07-04,15:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20|REMAINING_LT30,1,25,25,True,True,False,True,False
2025-07-04|369A0,2025-07-04,15:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,REMAINING_LT30,22,25,4,True,True,False,True,False
2025-07-04|37260,2025-07-04,14:00,AMBIGUOUS_INSUFFICIENT,TRUE_MIXED_PATH,NONE,77,85,9,True,True,False,False,False
2025-07-04|372A0,2025-07-04,10:00,MULTI_SWING_CHOP,,NONE,266,265,1,True,True,False,False,True
2025-07-04|37500,2025-07-04,09:30,PULLBACK_RECOVERY,,NONE,85,295,212,True,True,False,False,True
2025-07-04|37530,2025-07-04,09:30,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,76,295,220,True,True,False,False,True
2025-07-04|38450,2025-07-04,11:00,MULTI_SWING_CHOP,,NONE,156,205,50,True,True,True,False,True
2025-07-04|38560,2025-07-04,09:30,MULTI_SWING_CHOP,,NONE,265,295,32,True,True,False,False,True
2025-07-04|39090,2025-07-04,11:00,AMBIGUOUS_INSUFFICIENT,TRUE_MIXED_PATH,NONE,78,205,129,True,True,True,False,True
2025-07-04|39480,2025-07-04,13:30,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,5,115,111,True,True,False,False,False
2025-07-04|45840,2025-07-04,15:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,REMAINING_LT30,26,25,0,True,True,False,True,False
2025-07-04|48830,2025-07-04,11:00,MULTI_SWING_CHOP,,NONE,128,205,79,True,True,True,False,True
2025-07-04|51330,2025-07-04,11:30,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,57,175,119,True,True,True,False,False
2025-07-04|52550,2025-07-04,14:30,MULTI_SWING_CHOP,,NONE,54,55,2,True,True,False,False,False
2025-07-04|56180,2025-07-04,11:00,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,67,205,140,True,True,True,False,True
2025-07-04|57210,2025-07-04,13:30,MULTI_SWING_CHOP,,NONE,116,115,0,True,True,False,False,False
2025-07-04|60220,2025-07-04,13:30,DIRECT_CONTINUATION,,NONE,29,115,87,True,True,False,False,False
2025-07-04|60460,2025-07-04,13:30,AMBIGUOUS_INSUFFICIENT,TRUE_MIXED_PATH,NONE,106,115,10,True,True,False,False,False
2025-07-04|60720,2025-07-04,13:00,MULTI_SWING_CHOP,,NONE,107,145,39,True,True,False,False,False
2025-07-04|64690,2025-07-04,10:00,MULTI_SWING_CHOP,,NONE,258,265,9,True,True,False,False,True
2025-07-04|67860,2025-07-04,13:00,AMBIGUOUS_INSUFFICIENT,TRUE_MIXED_PATH,NONE,74,145,72,True,True,False,False,False
2025-07-04|78370,2025-07-04,09:30,MULTI_SWING_CHOP,,NONE,151,295,145,True,True,False,False,True
2025-07-04|81430,2025-07-04,11:30,PULLBACK_RECOVERY,,NONE,40,175,136,True,True,True,False,False
2025-07-04|92400,2025-07-04,11:00,PULLBACK_RECOVERY,,NONE,80,205,126,True,True,True,False,True
2025-07-07|21340,2025-07-07,13:30,MULTI_SWING_CHOP,,NONE,112,115,4,True,True,False,False,False
2025-07-07|24830,2025-07-07,10:00,PULLBACK_RECOVERY,,NONE,40,265,227,True,True,False,False,True
2025-07-07|27890,2025-07-07,15:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20|REMAINING_LT30,14,25,12,True,True,False,True,False
2025-07-07|281A0,2025-07-07,11:00,MULTI_SWING_CHOP,,NONE,186,205,21,True,True,True,False,True
2025-07-07|29780,2025-07-07,11:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,11,205,195,True,True,True,False,True
2025-07-07|31810,2025-07-07,15:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20|REMAINING_LT30,12,25,14,True,True,False,True,False
2025-07-07|341A0,2025-07-07,13:30,MULTI_SWING_CHOP,,NONE,116,115,0,True,True,False,False,False
2025-07-07|34940,2025-07-07,11:30,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,60,175,116,True,True,True,False,False
2025-07-07|35420,2025-07-07,10:00,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,124,265,143,True,True,False,False,True
2025-07-07|36710,2025-07-07,10:30,MULTI_SWING_CHOP,,NONE,173,235,64,True,True,False,False,True
2025-07-07|378A0,2025-07-07,09:30,MULTI_SWING_CHOP,,NONE,297,295,0,True,True,False,False,True
2025-07-07|38450,2025-07-07,15:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20|REMAINING_LT30,10,25,16,True,True,False,True,False
2025-07-07|41770,2025-07-07,13:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,8,145,138,True,True,False,False,False
2025-07-07|45840,2025-07-07,10:00,MULTI_SWING_CHOP,,NONE,205,265,62,True,True,False,False,True
2025-07-07|45940,2025-07-07,09:30,MULTI_SWING_CHOP,,NONE,296,295,1,True,True,False,False,True
2025-07-07|48830,2025-07-07,13:30,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,65,115,51,True,True,False,False,False
2025-07-07|52020,2025-07-07,14:00,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,79,85,7,True,True,False,False,False
2025-07-07|52370,2025-07-07,14:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,8,85,78,True,True,False,False,False
2025-07-07|55970,2025-07-07,13:00,MULTI_SWING_CHOP,,NONE,137,145,9,True,True,False,False,False
2025-07-07|56020,2025-07-07,09:30,MULTI_SWING_CHOP,,NONE,236,295,61,True,True,False,False,True
